CYBB,5000,100,GVL,05T,23T,68.53,68.5389,-89.8222,-89.7939,56,25,49,229,,,1,,,,,,,
CYBC,6000,150,ASP,10,28,49.1309,49.1336,-68.2196,-68.1948,70,66,80.5,260.5,,,1,,,,,,,
CYBE,3930,100,GVL,06,24,59.56,59.5628,-108.492,-108.471,1027,1017,75,255,,,1,,,,,,,
CYBF,4433,75,ASP,07,25,54.3042,54.3039,-110.754,-110.733,,,90,270,,512,1,,,,,,,
CYBG,10000,150,CON,11,29,48.3328,48.3325,-71.0158,-70.975,519,511,90.6,270.6,,,1,,,,,,,
CYBG,6000,150,ASP,18,36,48.3375,48.3219,-70.9964,-70.9894,520,522,163.4,343.4,,,1,,,,,,,
CYBK,4200,100,GVL,16T,34T,64.3044,64.2933,-96.0819,-96.0736,59,10,162,342,,,1,,,,,,,
CYBR,6500,150,ASP,08,26,49.9071,49.9075,-99.9659,-99.9383,1343,1332,90,270,,,1,,,,,,,
CYBR,3000,60,GVL,14,32,49.9135,49.9065,-99.9489,-99.9422,1337,1331,150,330,,,0,,,,,,,
CYBW,3423,100,ASP,08,26,51.1131,51.1131,-114.38,-114.365,3935,3934,90,270,,,1,,,,,,,
CYBW,5000,98,ASP,17,35,51.1147,51.1063,-114.38,-114.38,3930,3940,181,1,,,1,,,,,,,
CYBX,4500,150,ASP,05,23,51.4366,51.4476,-57.1909,-57.1818,79,121,27.5,207.5,,,1,,,,,,,
CYCB,5000,150,GVL,13T,31T,69.1122,69.1039,-105.154,-105.123,89,61,127.4,307.4,,,1,,,,,,,
CYCC,3500,100,ASP,10,28,45.0922,45.0933,-74.57,-74.5567,171,168,83.3,263.3,,,1,,,,,,,
CYCE,5012,100,ASP,10,28,43.2831,43.2828,-81.5181,-81.4992,819,824,91,271,,,1,,,,,,,
CYCE,4400,150,ASP,16,34,43.2908,43.2803,-81.5094,-81.5014,822,824,151,331,,,1,,,,,,,
CYCG,5300,150,ASP,15,33,49.3034,49.2891,-117.635,-117.63,1615,1621,169,349,,,1,,,,,,,
CYCH,5889,150,ASP,09,27,47.0053,47.0103,-65.4604,-65.4379,108,85,72,252,,,1,,,,,,,
CYCK,5000,75,ASP,06,24,42.3014,42.3114,-82.0883,-82.0756,650,650,44,224,,,1,,,,,,,
CYCL,6000,150,ASP,12,30,47.9925,47.9883,-66.3433,-66.3194,132,114,105,285,,,1,,,,,,,
CYCN,4500,100,ASP,13,31,49.1086,49.1025,-81.0219,-81.0053,840,861,119.2,299.2,,,1,,,,,,,
CYCO,5500,100,GVL,12T,30T,67.8206,67.8128,-115.161,-115.127,39,69,121,301,,,1,,,,,,,
CYCP,5000,60,ASP,01,19,52.1108,52.1225,-119.291,-119.279,,,31.6,211.6,,,0,,,,,,,
CYCQ,4484,100,ASP,05,23,55.6853,55.6891,-121.637,-121.616,2000,2000,72,252,,,1,,,,,,,
CYCT,3000,75,ASP,11,29,52.0775,52.0725,-111.451,-111.44,,,128,308,,,1,,,,,,,
CYCW,3990,75,ASP,07,25,49.1519,49.1536,-121.947,-121.931,31,28,81.3,261.3,,,1,,,,,,,
CYCY,3500,100,GVL,02T,20T,70.4814,70.4908,-68.5211,-68.5119,87,87,18,198,,,1,,,,,,,
CYCZ,6003,100,ASP,15,33,50.34,50.3239,-115.876,-115.871,2637,2658,170,350,,820,1,,,,,,,
CYDC,3932,75,ASP,04,22,49.464,49.471,-120.518,-120.506,2298,2288,50,230,,,,,,,,,,
CYDF,8005,150,ASP,07,25,49.2053,49.2164,-57.4007,-57.3821,50,72,47.8,227.8,,,1,,,,,,,
